,RUT_ENMASCARADO,PERS_SEXO,EDAD,CODUA,ANNIO_INGRESO,RAMA_EDUCACIONAL,PROVINCIA_ESTAB_EDUC,BEA,GRUPO_DEPENDENCIA,ANNIO_EGRESO_E_MEDIA,PROM_NOTAS_E_MEDIA,PUNTAJE_NEM,PUNTAJE_RANKING,PTJE_LENGUAJE,PTJE_MATEMATICA,PTJE_HIST_CS_SOCIALES,PTJE_CIENCIAS,PROM_LENG_Y_MAT,PTJE_PONDERADO,SITUACION_EGRESO_EDUCACIONAL,INGRESO_BRUTO_FAMILIAR,PROMEDIO_PRIMER_ANNIO,PROMEDIO_ALUMNO_EN_CARRERA,CANT_RAMOS_INSCRITOS_CARRERA,CANT_RAMOS_APROBADOS_CARRERA,CANT_RAMOS_PLAN_CARRERA,PORCENTAJE_AVANCE_CARRERA,CANT_RAMOS_OP2,CANT_RAMOS_OP3,CANT_RAMOS_OP4,DESERTA
1684,20599230,M,Edad 17-23,Ingeco,2020,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.0,446.0,446.0,526.0,537.0,537.0,531.0,531.0,599.0808080808081,Prom.Año: Nac–alumno regular,6.0,1.0,2.33,14,6,56,10.71,5,0,0,0
1686,20599276,F,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.5,732.0,785.0,532.0,560.0,539.0,545.0,546.0,599.0808080808081,Prom.Año: Nac–alumno regular,7.0,4.962957516339872,5.78,11,11,56,19.64,10,0,0,0
1689,20599337,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.0,638.0,693.0,598.0,446.0,522.7393162393163,571.0,522.0,606.0,Prom.Año: Nac–alumno regular,4.0,5.76,6.0,35,35,56,62.5,0,0,0,0
1692,20599396,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.0,724.0,741.0,522.0,545.0,522.7393162393163,505.0,533.0,664.0,Prom.Ant: Nac–alumno regular,8.0,5.22,5.76,35,34,56,60.71,1,0,0,0
1695,20599526,F,Edad 17-23,Enfermeria,2019,T2,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.3,690.0,771.0,430.0,426.0,522.7393162393163,501.0,428.0,854.0,Prom.Año: Nac–alumno regular,4.0,5.44,5.11,28,27,56,48.21,0,0,0,0
1698,20599602,M,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.4,513.0,513.0,563.0,535.0,557.0,488.0,549.0,533.0,Prom.Año: Nac–alumno regular,5.0,5.45,5.45,35,34,56,60.71,0,0,0,0
1701,20599798,M,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.1,442.0,442.0,639.0,560.0,659.0,529.039387308534,599.5,530.0,Prom.Año: Nac–alumno regular,8.0,5.53,5.26,38,37,56,66.07,0,0,0,0
1704,20599833,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,697.0,724.0,609.0,641.0,522.7393162393163,617.0,625.0,671.0,Prom.Ant: Nac–alumno regular,4.0,6.32,6.34,23,23,56,41.07,0,0,0,0
1706,20599834,F,Edad 17-23,Ingeco,2019,T1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.1,649.0,702.0,398.0,403.0,399.0,529.039387308534,400.5,783.0,Prom.Año: Nac–alumno regular,3.0,5.64,5.47,36,36,56,64.29,0,0,0,0
1709,20599978,F,Edad 17-23,Enfermeria,2020,T1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.9,809.0,850.0,563.0,567.0,522.7393162393163,501.0,565.0,724.0,Prom.Año: Nac–alumno regular,9.0,6.22,6.24,23,23,56,41.07,0,0,0,0
1711,20600103,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,555.0,554.0,590.0,667.0,522.7393162393163,605.0,628.0,589.0,Prom.Ant: Nac–alumno regular,6.0,6.04,6.05,23,23,56,41.07,0,0,0,0
1713,20600112,M,Edad 17-23,Ingeco,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,469.0,476.0,493.0,602.0,602.0,529.039387308534,547.0,511.0,Prom.Año: Nac–alumno regular,7.0,5.84,5.58,24,24,56,42.86,0,0,0,0
1715,20600387,F,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.8,579.0,611.0,459.0,446.0,399.0,384.0,452.5,523.0,Prom.Año: Nac–alumno regular,6.0,5.22,4.65,30,26,56,46.43,1,0,0,0
1718,20600490,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.7,767.0,796.0,706.0,616.0,522.7393162393163,593.0,661.0,718.0,Prom.Año: Nac–alumno regular,5.0,5.28,5.78,36,35,56,62.5,0,0,0,0
1721,20600778,M,Edad 17-23,Ingeco,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,424.0,424.0,612.0,440.0,522.7393162393163,535.0,526.0,484.0,Prom.Año: Nac–alumno regular,7.0,5.3,4.48,21,15,56,26.79,0,0,0,0
1723,20600793,F,Edad 17-23,Ingeco,2020,T1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,645.0,665.0,484.0,503.0,522.7393162393163,519.0,493.0,578.0,Prom.Año: Nac–alumno regular,1.0,5.01,5.17,23,22,56,39.29,0,0,0,0
1725,20600814,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.0,750.0,804.0,637.0,561.0,522.7393162393163,497.0,599.0,685.0,Prom.Año: Nac–alumno regular,6.0,5.94,6.01,23,23,56,41.07,0,0,0,0
1727,20601009,F,Edad 17-23,Enfermeria,2020,T3,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.0,708.0,816.0,374.0,419.0,522.7393162393163,513.0,396.0,914.0,Prom.Año: Nac–alumno regular,5.0,5.74,5.9,23,23,56,41.07,0,0,0,0
1729,20601146,F,Edad 17-23,Enfermeria,2020,T2,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.0,746.0,793.0,476.0,537.0,793.0,459.0,506.0,640.0,Prom.Año: Nac–alumno regular,2.0,5.7,5.92,23,23,56,41.07,0,0,0,0
1731,20601158,M,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.0,760.0,816.0,507.0,506.0,522.7393162393163,514.0,506.0,656.0,Prom.Año: Nac–alumno regular,5.0,5.76,5.97,23,23,56,41.07,0,0,0,0
1733,20601162,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.0,703.0,744.0,404.0,458.0,522.7393162393163,386.0,431.0,819.0,Prom.Año: Nac–alumno regular,2.0,5.6,5.84,23,23,56,41.07,0,0,0,0
1735,20601253,F,Edad 17-23,Enfermeria,2021,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,555.0,555.0,559.0,591.0,522.7393162393163,536.0,575.0,599.0808080808081,Prom.Año: Nac–alumno regular,5.0,5.78,5.78,12,12,56,21.43,0,0,0,0
1736,20602090,F,Edad 17-23,Ingeco,2019,T1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.6,545.0,562.0,532.0,379.0,497.0,529.039387308534,455.5,518.0,Prom.Año: Nac–alumno regular,4.0,4.82,4.92,30,22,56,39.29,6,0,0,0
1739,20620989,M,Edad 17-23,Ingeco,2019,T3,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.9,618.0,691.0,407.0,379.0,522.7393162393163,367.0,393.0,779.0,Prom.Año: Nac–alumno regular,2.0,4.86,4.73,35,29,56,51.79,2,0,0,0
1742,20642711,F,Edad 17-23,Enfermeria,2021,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.5,749.0,784.0,684.0,649.0,522.7393162393163,682.0,666.5,723.0,Prom.Ant: Nac–alumno regular,6.0,6.0,6.0,12,12,56,21.43,0,0,0,0
1743,20655878,F,Edad 17-23,Ingeco,2019,H1,OTRA PROVINCIA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.6,538.0,538.0,459.0,535.0,545.0,463.0,497.0,518.0,Prom.Año: Nac–alumno regular,3.0,5.82,5.28,35,33,56,58.93,0,0,0,0
1746,20656663,F,Edad 17-23,Ingeco,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.2,470.0,470.0,445.0,403.0,336.0,529.039387308534,424.0,484.0,Prom.Año: Nac–alumno regular,9.0,5.96,5.63,23,23,56,41.07,0,0,0,0
1748,20708761,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.4,717.0,764.0,675.0,475.0,522.7393162393163,591.0,575.0,682.0,Prom.Ant: Nac–alumno regular,7.0,5.76,5.92,20,20,56,35.71,0,0,0,1
1751,20709581,F,Edad 17-23,Ingeco,2019,H1,EL LOA,SIN BEA,Particular Pagado,Egreso media 2015-2020,5.3,491.0,491.0,517.0,560.0,522.7393162393163,577.0,538.5,516.0,Prom.Año: Nac–alumno regular,10.0,1.08,1.08,6,0,56,34.16262626262626,0,0,0,1
1754,20710885,M,Edad 17-23,Ingeco,2020,H1,EL LOA,SIN BEA,Municipal,Egreso media 2015-2020,5.0,473.0,497.0,454.0,515.0,522.7393162393163,459.0,484.0,482.0,Prom.Ant: Nac–alumno regular,2.0,1.0,1.0,10,0,56,34.16262626262626,5,0,0,0
1756,20711736,M,Edad 17-23,Ingeco,2019,T1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.6,556.0,575.0,509.0,535.0,522.7393162393163,488.0,522.0,541.0,Prom.Año: Nac–alumno regular,7.0,4.56,3.01,22,12,56,21.43,2,0,0,0
1759,20711865,M,Edad 17-23,Ingeco,2021,T1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.7,571.0,595.0,540.0,431.0,613.0,529.039387308534,485.5,556.0,Prom.Ant: Nac–alumno regular,6.0,4.78,4.78,12,11,56,19.64,0,0,0,0
1760,20712053,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,6.3,690.0,722.0,580.0,594.0,522.7393162393163,552.0,587.0,647.0,Prom.Año: Nac–alumno regular,10.0,5.3,5.69,34,33,56,58.93,1,0,0,0
1763,20712150,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,6.0,621.0,632.0,608.0,649.0,522.7393162393163,672.0,628.5,656.0,Prom.Año: Nac–alumno regular,10.0,6.12,6.21,23,23,56,41.07,0,0,0,0
1765,20713914,M,Edad 17-23,Ingeco,2019,T1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.5,525.0,526.0,524.0,446.0,512.0,488.0,485.0,512.0,Prom.Año: Nac–alumno regular,3.0,5.65,5.37,33,33,56,58.93,0,0,0,0
1768,20760624,M,Edad 17-23,Ingeco,2019,T2,ANTOFAGASTA,BEA,Particular Subvencionado,Egreso media 2015-2020,6.2,663.0,741.0,532.0,607.0,522.7393162393163,577.0,569.5,644.0,Prom.Año: Nac–alumno regular,9.0,5.11,4.04,14,9,56,16.07,2,0,0,1
1771,20761349,M,Edad 17-23,Enfermeria,2021,H1,ANTOFAGASTA,SIN BEA,Servicio Local de Educacion,nan,5.8434098939929395,590.0,614.0,618.0,426.0,522.7393162393163,463.0,522.0,559.0,Otra situacion,6.0,6.06,6.06,12,12,56,21.43,0,0,0,0
1772,20763606,M,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.1,652.0,671.0,524.0,612.0,522.7393162393163,530.0,568.0,613.0,Prom.Año: Nac–alumno regular,8.0,5.3,5.75,35,34,56,60.71,1,0,0,0
1775,20763863,M,Edad 17-23,Ingeco,2019,T1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.8,580.0,597.0,480.0,482.0,473.0,488.0,481.0,537.0,Prom.Año: Nac–alumno regular,7.0,5.13,2.71,22,9,56,16.07,3,0,0,0
1778,20778502,F,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.6,548.0,548.0,580.0,553.0,592.0,529.039387308534,566.5,561.0,Prom.Año: Nac–alumno regular,3.0,4.2,3.55,23,14,56,25.0,1,0,0,1
1781,20780578,M,Edad 17-23,Ingeco,2020,T1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.0,535.0,537.0,510.0,475.0,537.0,529.039387308534,492.0,520.0,Prom.Año: Nac–alumno regular,2.0,1.26,1.13,10,0,56,34.16262626262626,5,0,0,0
1783,20782101,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,5.6,548.0,548.0,480.0,620.0,522.7393162393163,588.0,550.0,599.0808080808081,Prom.Año: Nac–alumno regular,10.0,4.962957516339872,5.99,11,11,56,19.64,7,0,0,0
1786,20783937,F,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,5.5,517.0,517.0,517.0,567.0,490.0,529.039387308534,542.0,521.0,Prom.Año: Nac–alumno regular,10.0,4.95,5.2,36,35,56,62.5,3,0,0,0
1789,20785689,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.6,746.0,771.0,572.0,524.0,522.7393162393163,537.0,548.0,655.0,Prom.Año: Nac–alumno regular,2.0,5.86,6.14,35,35,56,62.5,0,0,0,0
1792,20786949,F,Edad 17-23,Enfermeria,2019,H1,OTRA PROVINCIA,BEA,Particular Subvencionado,Egreso media 2015-2020,6.4,711.0,780.0,445.0,616.0,522.7393162393163,501.0,530.5,645.0,Prom.Año: Nac–alumno regular,5.0,5.32,5.72,34,33,56,58.93,1,0,0,0
1795,20788531,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.0,692.0,731.0,587.0,545.0,522.7393162393163,497.0,566.0,637.0,Prom.Ant: Nac–alumno regular,9.0,6.05,6.17,23,23,56,41.07,0,0,0,0
1797,20789787,M,Edad 17-23,Ingeco,2021,T1,EL LOA,SIN BEA,Municipal,Egreso media 2015-2020,4.9,389.0,389.0,466.0,567.0,462.0,529.039387308534,516.5,442.0,Prom.Año: Nac–alumno regular,6.0,3.46,3.46,11,6,56,10.71,0,0,0,0
1798,20789919,F,Edad 17-23,Enfermeria,2019,H1,EL LOA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.5,736.0,758.0,555.0,524.0,522.7393162393163,511.0,539.5,643.0,Prom.Año: Nac–alumno regular,10.0,5.68,6.06,35,35,56,62.5,0,0,0,0
1801,20790626,M,Edad 17-23,Ingeco,2021,H1,EL LOA,SIN BEA,Municipal,Egreso media 2015-2020,5.2,449.0,450.0,466.0,443.0,412.0,450.0,454.5,452.0,Prom.Año: Nac–alumno regular,6.0,5.42,5.42,12,12,56,21.43,0,0,0,0
1802,20790980,M,Edad 17-23,Ingeco,2021,H1,EL LOA,SIN BEA,Municipal,Egreso media 2015-2020,5.2,460.0,461.0,471.0,431.0,522.7393162393163,513.0,451.0,464.0,Prom.Año: Nac–alumno regular,6.0,4.9,4.9,12,11,56,19.64,0,0,0,0
1803,20791091,F,Edad 17-23,Ingeco,2021,H1,EL LOA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.5,749.0,764.0,636.0,613.0,564.0,529.039387308534,624.5,687.0,Prom.Ant: Nac–alumno regular,6.0,5.5,5.5,12,12,56,21.43,0,0,0,0
1804,20816855,F,Edad 17-23,Ingeco,2020,T1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.0,651.0,691.0,477.0,346.0,691.0,529.039387308534,411.0,770.0,Prom.Año: Nac–alumno regular,6.0,5.6,5.46,22,22,56,39.29,0,0,0,0
1806,20829156,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.0,788.0,816.0,533.0,448.0,816.0,482.0,490.0,664.0,Prom.Ant: Nac–alumno regular,3.0,2.0,2.0,5,0,56,34.16262626262626,0,0,0,1
1809,20830081,M,Edad 17-23,Ingeco,2019,T1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.6,545.0,556.0,473.0,446.0,435.0,329.0,459.5,599.0808080808081,Prom.Año: Nac–alumno regular,2.0,4.52,2.32,18,9,56,16.07,3,0,0,0
1812,20831399,F,Edad 17-23,Enfermeria,2019,T3,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.4,705.0,826.0,706.0,355.0,539.0,545.0,530.5,667.0,Prom.Año: Nac–alumno regular,1.0,5.26,5.33,16,15,56,26.79,1,0,0,1
1815,20833598,M,Edad 17-23,Ingeco,2020,H2,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,5.0,449.0,449.0,477.0,515.0,515.0,529.039387308534,496.0,599.0808080808081,Prom.Año: Nac–alumno regular,8.0,3.8,3.92,19,12,56,21.43,3,0,0,0
1817,20836141,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.0,707.0,721.0,673.0,568.0,721.0,552.0,620.0,662.0,Prom.Ant: Nac–alumno regular,8.0,5.82,5.81,23,23,56,41.07,0,0,0,0
1819,20836490,M,Edad 17-23,Ingeco,2021,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,435.0,435.0,483.0,503.0,522.7393162393163,459.0,493.0,599.0808080808081,Prom.Año: Nac–alumno regular,1.0,5.02,5.02,12,12,56,21.43,0,0,0,0
1820,20838235,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,703.0,729.0,644.0,633.0,522.7393162393163,547.0,638.0,672.0,Prom.Año: Nac–alumno regular,9.0,4.962957516339872,2.91,12,11,56,19.64,0,0,0,0
1822,20841968,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,682.0,733.0,637.0,641.0,522.7393162393163,601.0,639.0,677.0,Prom.Año: Nac–alumno regular,6.0,6.32,6.28,23,23,56,41.07,0,0,0,0
1824,20852917,F,Edad 17-23,Enfermeria,2020,T3,OTRA PROVINCIA,BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,687.0,799.0,514.0,444.0,799.0,526.0,479.0,632.0,Prom.Año: Nac–alumno regular,3.0,5.78,5.97,23,23,56,41.07,0,0,0,0
1826,20873178,F,Edad 17-23,Enfermeria,2020,T2,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.0,640.0,705.0,459.0,490.0,522.7393162393163,516.0,474.0,790.0,Prom.Año: Nac–alumno regular,4.0,5.37,5.5,25,23,56,41.07,2,0,0,0
1828,20873230,F,Edad 17-23,Enfermeria,2021,T1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.5,739.0,799.0,520.0,570.0,522.7393162393163,504.0,545.0,661.0,Prom.Ant: Nac–alumno regular,6.0,5.58,5.58,12,12,56,21.43,0,0,0,0
1829,20873400,F,Edad 17-23,Ingeco,2020,H1,OTRA PROVINCIA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,591.0,613.0,484.0,398.0,522.7393162393163,366.0,441.0,599.0808080808081,Prom.Año: Nac–alumno regular,10.0,5.93,5.65,24,23,56,41.07,0,0,0,0
1831,20879255,M,Edad 17-23,Ingeco,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,457.0,457.0,491.0,490.0,491.0,529.039387308534,490.0,473.0,Prom.Año: Nac–alumno regular,9.0,5.27,4.75,23,20,56,35.71,0,0,0,0
1833,20882576,M,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.0,745.0,764.0,617.0,545.0,764.0,592.0,581.0,671.0,Prom.Año: Nac–alumno regular,4.0,6.02,6.15,23,23,56,41.07,0,0,0,0
1835,20885882,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,629.0,657.0,551.0,649.0,522.7393162393163,637.0,600.0,629.0,Prom.Año: Nac–alumno regular,8.0,5.87,5.93,23,23,56,41.07,0,0,0,0
1837,20887547,M,Edad 17-23,Ingeco,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,597.0,597.0,540.0,370.0,597.0,499.0,455.0,548.0,Prom.Año: Nac–alumno regular,8.0,5.35,5.38,23,22,56,39.29,0,0,0,0
1839,20889916,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,6.0,760.0,827.0,606.0,637.0,522.7393162393163,629.0,621.0,718.0,Prom.Año: Nac–alumno regular,9.0,6.18,6.18,10,10,56,17.86,0,0,0,1
1841,20889950,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,724.0,757.0,641.0,570.0,522.7393162393163,668.0,605.0,684.0,Prom.Año: Nac–alumno regular,5.0,6.26,6.33,23,23,56,41.07,0,0,0,0
1843,20892242,F,Edad 17-23,Enfermeria,2021,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.5,732.0,792.0,666.0,691.0,522.7393162393163,636.0,678.5,725.0,Prom.Ant: Nac–alumno regular,6.0,6.35,6.35,12,12,56,21.43,0,0,0,0
1844,20903477,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,502.0,502.0,498.0,574.0,522.7393162393163,521.0,536.0,517.0,Prom.Año: Nac–alumno regular,9.0,5.6,5.67,23,23,56,41.07,0,0,0,0
1846,20908351,M,Edad 17-23,Ingeco,2021,H2,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,5.4,506.0,507.0,520.0,509.0,522.7393162393163,437.0,514.5,503.0,Prom.Ant: Nac–alumno regular,6.0,5.08,5.08,12,12,56,21.43,0,0,0,0
1847,20921930,F,Edad 17-23,Enfermeria,2021,T1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.7,792.0,840.0,430.0,286.0,376.0,525.0,358.0,610.0,Prom.Año: Nac–alumno regular,6.0,5.83,5.83,12,12,56,21.43,0,0,0,0
1848,20935307,F,Edad 17-23,Ingeco,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,495.0,497.0,467.0,545.0,545.0,415.0,506.0,501.0,Prom.Año: Nac–alumno regular,5.0,4.64,4.37,24,20,56,35.71,0,0,0,0
1850,20939538,F,Edad 17-23,Enfermeria,2021,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,782.0,824.0,644.0,621.0,824.0,612.0,632.0,722.0,Prom.Año: Nac–alumno regular,6.0,6.24,6.24,12,12,56,21.43,0,0,0,0
1851,20954403,F,Edad 24-26,Ingeco,2017,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.23,667.0,679.0,502.0,494.0,522.7393162393163,505.0,498.0,586.0,Prom.Año: Nac–alumno regular,6.0,5.5,5.17,55,53,56,94.64,1,0,0,0
1856,20963392,M,Edad 17-23,Ingeco,2021,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.2,456.0,456.0,500.0,405.0,522.7393162393163,363.0,452.5,450.0,Prom.Año: Nac–alumno regular,6.0,2.38,2.38,10,3,56,5.36,0,0,0,0
1857,20966548,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,686.0,739.0,553.0,568.0,522.7393162393163,451.0,560.0,633.0,Prom.Año: Nac–alumno regular,10.0,6.38,6.4,23,23,56,41.07,0,0,0,0
1859,20972649,F,Edad 17-23,Ingeco,2020,H1,OTRA PROVINCIA,SIN BEA,Municipal,Egreso media 2015-2020,6.0,640.0,676.0,518.0,490.0,676.0,418.0,504.0,605.0,Prom.Año: Nac–alumno regular,3.0,5.22,4.21,27,20,56,35.71,0,0,0,0
1861,21000851,F,Edad 17-23,Enfermeria,2021,H1,OTRA PROVINCIA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,597.0,615.0,526.0,530.0,522.7393162393163,446.0,528.0,561.0,Prom.Año: Nac–alumno regular,2.0,5.95,5.95,12,12,56,21.43,1,0,0,0
1862,21004133,M,Edad 17-23,Ingeco,2021,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.4,513.0,513.0,500.0,431.0,592.0,529.039387308534,465.5,505.0,Prom.Ant: Nac–alumno regular,6.0,5.24,5.24,12,12,56,21.43,0,0,0,0
1863,21004320,F,Edad 17-23,Enfermeria,2021,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,697.0,728.0,406.0,553.0,522.7393162393163,451.0,479.0,660.0,Prom.Año: Nac–alumno regular,6.0,6.02,6.02,12,12,56,21.43,0,0,0,0
1864,21004335,F,Edad 17-23,Enfermeria,2021,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.5,732.0,769.0,525.0,632.0,522.7393162393163,608.0,578.5,673.0,Prom.Ant: Nac–alumno regular,6.0,6.09,6.09,12,12,56,21.43,0,0,0,0
1865,21004453,F,Edad 17-23,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.3,706.0,730.0,556.0,603.0,522.7393162393163,545.0,579.5,646.0,Prom.Ant: Nac–alumno regular,9.0,5.81,5.89,23,23,56,41.07,0,0,0,0
1867,21007921,M,Edad 17-23,Ingeco,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,703.0,743.0,478.0,553.0,743.0,529.039387308534,515.0,644.0,Prom.Año: Nac–alumno regular,3.0,6.2,6.02,24,24,56,42.86,0,0,0,0
1869,21008028,M,Edad 17-23,Enfermeria,2021,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.5,528.0,528.0,415.0,484.0,252.0,501.0,449.5,599.0808080808081,Prom.Año: Nac–alumno regular,6.0,5.85,5.85,12,12,56,21.43,0,0,0,0
1870,21008152,F,Edad 17-23,Ingeco,2021,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.0,633.0,655.0,443.0,526.0,655.0,529.039387308534,484.0,555.0,Prom.Año: Nac–alumno regular,6.0,5.48,5.48,12,12,56,21.43,0,0,0,0
